"CASE_KEY","ACTIVITY_EN","EVENTTIME","SORTING"
"15147292","Order received",2017-06-30 00:00:00,0
"15147292","Change price",2017-07-03 13:00:33,80
"15147292","Change production start date",2017-07-04 07:23:42,90
"15147292","Check Credit Score",2017-07-04 07:23:43,19
"15147292","Confirm sale",2017-07-10 10:46:04,10
"15147292","Start production",2017-09-08 00:00:00,30
"15147292","Change delivery date",2017-10-05 14:14:51,100
"15147292","Finished production",2017-12-20 00:00:00,40
"15147292","Change delivery date",2018-03-08 10:27:21,100
"15147292","Load shipment",2018-03-15 00:00:00,50
"15147292","Goods delivered",2018-03-19 00:00:00,60
"15617794","Start production",2017-10-19 00:00:00,30
"15617794","Order received",2018-01-23 10:17:52,0
"15617794","Change production start date",2018-01-23 10:17:52,90
"15617794","Change price",2018-01-23 10:18:19,80
"15617794","Change delivery date",2018-01-23 10:19:06,100
"15617794","Check Credit Score",2018-01-23 10:19:53,19
"15617794","Confirm sale",2018-01-30 08:51:06,10
"15617794","Finished production",2018-02-08 00:00:00,40
"15617794","Load shipment",2018-02-08 00:00:00,50
"15617794","Goods delivered",2018-02-12 00:00:00,60
"15619491","Credit order block",2017-07-14 14:47:57,20
"15619491","Change production start date",2017-07-14 14:47:57,90
"15619491","Change quantity",2017-07-14 14:51:30,170
"15619491","Check Credit Score",2017-07-14 14:56:50,19
"15619491","Confirm sale",2017-07-20 17:24:29,10
"15619491","Start production",2017-07-21 00:00:00,30
"15619491","Change quantity",2017-09-27 16:22:08,170
"15619491","Change delivery date",2017-10-05 14:16:38,100
"15619491","Change production start date",2017-11-20 15:33:22,90
"15619491","Change quantity",2017-12-07 09:38:25,170
"15619491","Order received",2018-04-18 08:51:39,0
"15619491","Change production start date",2018-04-18 08:51:39,90
"15619491","Change delivery date",2018-04-18 08:51:39,100
"15619491","Change price",2018-04-18 09:55:43,80
"15619491","Change quantity",2018-04-18 09:55:43,170
"15619491","Finished production",2018-04-20 00:00:00,40
"15619491","Load shipment",2018-04-24 13:50:57,50
"15619491","Change quantity",2018-04-24 13:50:57,170
"15619491","Goods delivered",2018-04-25 00:00:00,60
"15619494","Order received",2017-07-12 00:00:00,0
"15619494","Start production",2017-07-21 00:00:00,30
"15619494","Change production start date",2017-12-01 09:44:56,90
"15619494","Change delivery date",2017-12-01 09:45:15,100
"15619494","Check Credit Score",2017-12-07 09:02:24,19
"15619494","Confirm sale",2017-12-08 11:50:44,10
"15619494","Finished production",2018-01-12 00:00:00,40
"15619494","Load shipment",2018-01-12 00:00:00,50
"15619494","Goods delivered",2018-01-15 00:00:00,60
"15631191","Order received",2017-08-03 00:00:00,0
"15631191","Change price",2017-08-04 13:55:16,80
"15631191","Credit order block",2017-08-07 11:16:23,20
"15631191","Change production start date",2017-08-07 11:19:11,90
"15631191","Check Credit Score",2017-08-07 11:19:12,19
"15631191","Confirm sale",2017-08-16 09:04:06,10
"15631191","Change delivery date",2017-10-05 14:18:09,100
"15631191","Change production start date",2017-11-20 15:31:11,90
"15631191","Change production start date",2017-12-12 08:49:04,90
"15631191","Change quantity",2018-02-02 09:39:06,170
"15631191","Change price",2018-04-26 15:43:39,80
"15631191","Change quantity",2018-04-26 15:43:39,170
"15631191","Change production start date",2018-08-13 09:19:01,90
"15631191","Change delivery date",2018-08-13 09:19:01,100
"15631191","Start production",2018-08-15 00:00:00,30
"15631191","Finished production",2018-08-17 00:00:00,40
"15631191","Load shipment",2018-08-20 00:00:00,50
"15631191","Goods delivered",2018-08-21 00:00:00,60
"15631193","Order received",2018-02-02 09:37:55,0
"15631193","Change production start date",2018-02-02 09:37:55,90
"15631193","Change delivery date",2018-02-02 09:37:55,100
"15631193","Change price",2018-02-02 09:38:22,80
"15631193","Check Credit Score",2018-02-02 09:39:18,19
"15631193","Confirm sale",2018-02-05 13:06:55,10
"15631193","Start production",2018-03-02 00:00:00,30
"15631193","Finished production",2018-03-02 00:00:00,40
"15631193","Load shipment",2018-03-05 00:00:00,50
"15631193","Goods delivered",2018-03-06 00:00:00,60
"15631194","Order received",2018-04-26 15:42:53,0
"15631194","Change production start date",2018-04-26 15:42:53,90
"15631194","Change delivery date",2018-04-26 15:42:53,100
"15631194","Change price",2018-04-26 15:43:17,80
"15631194","Check Credit Score",2018-04-26 15:46:14,19
"15631194","Confirm sale",2018-04-30 14:14:04,10
"15631194","Start production",2018-05-07 00:00:00,30
"15631194","Finished production",2018-05-09 00:00:00,40
"15631194","Load shipment",2018-05-14 00:00:00,50
"15631194","Goods delivered",2018-05-15 00:00:00,60
"156325912","Order received",2017-07-13 00:00:00,0
"156325912","Credit order block",2017-08-24 11:47:55,20
"156325912","Change production start date",2017-08-24 11:47:55,90
"156325912","Change delivery date",2017-08-24 12:33:03,100
"156325912","Check Credit Score",2017-08-24 12:35:51,19
"156325912","Change delivery date",2017-08-29 13:54:06,100
"156325912","Change production start date",2017-08-29 13:54:32,90
"156325912","Confirm sale",2017-08-29 14:00:20,10
"156325912","Change production start date",2018-01-11 17:10:31,90
"156325912","Change delivery date",2018-01-11 17:10:31,100
"156325912","Start production",2018-01-31 00:00:00,30
"156325912","Load shipment",2018-03-01 00:00:00,50
"156325912","Finished production",2018-03-02 00:00:00,40
"156325912","Goods delivered",2018-03-05 00:00:00,60
"15632593","Order received",2017-07-13 00:00:00,0
"15632593","Credit order block",2017-08-24 09:11:36,20
"15632593","Change delivery date",2017-08-24 09:11:36,100
"15632593","Change production start date",2017-08-24 09:20:06,90
"15632593","Check Credit Score",2017-08-24 12:35:44,19
"15632593","Change delivery date",2017-08-29 13:53:26,100
"15632593","Change production start date",2017-08-29 13:54:18,90
"15632593","Confirm sale",2017-08-29 14:00:15,10
"15632593","Start production",2017-12-14 00:00:00,30
"15632593","Change production start date",2018-01-11 17:08:37,90
"15632593","Change delivery date",2018-01-11 17:08:37,100
"15632593","Load shipment",2018-03-01 00:00:00,50
"15632593","Finished production",2018-03-02 00:00:00,40
"15632593","Goods delivered",2018-03-05 00:00:00,60
"15632596","Order received",2017-07-13 00:00:00,0
"15632596","Credit order block",2017-08-24 11:23:31,20
"15632596","Change delivery date",2017-08-24 11:23:31,100
"15632596","Check Credit Score",2017-08-24 12:35:46,19
"15632596","Change production start date",2017-08-24 12:35:46,90
"15632596","Change delivery date",2017-08-29 13:53:36,100
"15632596","Change production start date",2017-08-29 13:54:23,90
"15632596","Confirm sale",2017-08-29 14:00:17,10
"15632596","Start production",2017-12-14 00:00:00,30
"15632596","Change production start date",2018-01-11 17:09:29,90
"15632596","Change delivery date",2018-01-11 17:09:29,100
"15632596","Load shipment",2018-03-01 00:00:00,50
"15632596","Finished production",2018-03-02 00:00:00,40
"15632596","Goods delivered",2018-03-05 00:00:00,60
"15632599","Order received",2017-07-13 00:00:00,0
"15632599","Credit order block",2017-08-24 11:37:33,20
"15632599","Change production start date",2017-08-24 11:37:33,90
"15632599","Change delivery date",2017-08-24 11:37:58,100
"15632599","Check Credit Score",2017-08-24 12:35:49,19
"15632599","Change delivery date",2017-08-29 13:53:54,100
"15632599","Change production start date",2017-08-29 13:54:27,90
"15632599","Confirm sale",2017-08-29 14:00:18,10
"15632599","Change production start date",2018-01-11 17:09:56,90
"15632599","Change delivery date",2018-01-11 17:09:56,100
"15632599","Start production",2018-01-31 00:00:00,30
"15632599","Load shipment",2018-03-01 00:00:00,50
"15632599","Finished production",2018-03-02 00:00:00,40
"15632599","Goods delivered",2018-03-05 00:00:00,60
"15632891","Order received",2017-08-22 00:00:00,0
"15632891","Change quantity",2017-08-24 14:52:55,170
"15632891","Change price",2017-08-24 14:54:08,80
"15632891","Change production start date",2017-08-24 15:10:07,90
"15632891","Check Credit Score",2017-08-24 15:10:08,19
"15632891","Change delivery date",2017-08-25 10:10:11,100
"15632891","Change production start date",2017-08-25 10:10:33,90
"15632891","Confirm sale",2017-08-25 10:30:24,10
"15632891","Start production",2017-09-07 00:00:00,30
"15632891","Finished production",2018-01-05 00:00:00,40
"15632891","Load shipment",2018-01-08 00:00:00,50
"15632891","Goods delivered",2018-01-10 00:00:00,60
"15632892","Order received",2017-08-22 00:00:00,0
"15632892","Change production start date",2017-08-24 14:52:49,90
"15632892","Change quantity",2017-08-24 14:54:17,170
"15632892","Change price",2017-08-24 14:55:12,80
"15632892","Check Credit Score",2017-08-24 15:10:09,19
"15632892","Change delivery date",2017-08-25 10:10:18,100
"15632892","Change production start date",2017-08-25 10:10:36,90
"15632892","Confirm sale",2017-08-25 10:30:25,10
"15632892","Start production",2017-09-07 00:00:00,30
"15632892","Finished production",2018-01-05 00:00:00,40
"15632892","Load shipment",2018-01-08 00:00:00,50
"15632892","Goods delivered",2018-01-10 00:00:00,60
"15632894","Order received",2017-08-22 00:00:00,0
"15632894","Change production start date",2017-08-24 14:57:31,90
"15632894","Check Credit Score",2017-08-24 15:10:12,19
"15632894","Change delivery date",2017-08-25 10:11:24,100
"15632894","Change production start date",2017-08-25 10:11:31,90
"15632894","Confirm sale",2017-08-25 10:30:26,10
"15632894","Start production",2017-09-18 00:00:00,30
"15632894","Finished production",2018-01-05 00:00:00,40
"15632894","Load shipment",2018-01-08 00:00:00,50
"15632894","Goods delivered",2018-01-10 00:00:00,60
"15632895","Start production",2017-05-19 00:00:00,30
"15632895","Order received",2017-08-22 00:00:00,0
"15632895","Change production start date",2017-08-24 15:10:13,90
"15632895","Check Credit Score",2017-08-24 15:10:14,19
"15632895","Change delivery date",2017-08-25 10:29:46,100
"15632895","Change production start date",2017-08-25 10:29:54,90
"15632895","Confirm sale",2017-08-25 10:30:26,10
"15632895","Finished production",2018-01-05 00:00:00,40
"15632895","Load shipment",2018-01-08 00:00:00,50
"15632895","Goods delivered",2018-01-10 00:00:00,60
"15632896","Order received",2017-08-22 00:00:00,0
"15632896","Change production start date",2017-08-24 15:05:46,90
"15632896","Check Credit Score",2017-08-24 15:05:48,19
"15632896","Change delivery date",2017-08-25 10:31:18,100
"15632896","Change production start date",2017-08-25 10:31:19,90
"15632896","Confirm sale",2017-08-25 10:31:59,10
"15632896","Start production",2017-11-30 00:00:00,30
"15632896","Change quantity",2018-01-03 09:48:25,170
"15632896","Finished production",2018-01-05 00:00:00,40
"15632896","Load shipment",2018-01-08 15:09:48,50
"15632896","Change quantity",2018-01-08 15:09:48,170
"15632896","Goods delivered",2018-01-10 00:00:00,60
"15697191","Order received",2017-08-30 14:01:05,0
"15697191","Change production start date",2017-08-30 14:01:05,90
"15697191","Check Credit Score",2017-08-30 14:01:08,19
"15697191","Confirm sale",2017-08-30 14:14:26,10
"15697191","Start production",2017-12-11 00:00:00,30
"15697191","Finished production",2017-12-12 00:00:00,40
"15697191","Change quantity",2018-01-03 00:28:25,170
"15697191","Change quantity",2018-01-08 16:33:57,170
"15697191","Load shipment",2018-01-09 12:35:52,50
"15697191","Change delivery date",2018-01-09 12:35:52,100
"15697191","Goods delivered",2018-01-17 00:00:00,60
"15683691","Start production",2017-07-13 00:00:00,30
"15683691","Order received",2017-09-11 00:00:00,0
"15683691","Credit order block",2017-09-12 13:03:18,20
"15683691","Change production start date",2017-09-12 13:03:18,90
"15683691","Change price",2017-09-12 13:03:40,80
"15683691","Check Credit Score",2017-09-12 13:18:51,19
"15683691","Confirm sale",2017-09-12 17:00:17,10
"15683691","Load shipment",2018-01-11 12:17:42,50
"15683691","Change quantity",2018-01-11 12:17:42,170
"15683691","Finished production",2018-01-12 00:00:00,40
"15683691","Goods delivered",2018-03-08 00:00:00,60
"15683692","Order received",2017-09-11 00:00:00,0
"15683692","Credit order block",2017-09-12 13:03:51,20
"15683692","Change production start date",2017-09-12 13:03:51,90
"15683692","Change price",2017-09-12 13:04:02,80
"15683692","Check Credit Score",2017-09-12 13:18:52,19
"15683692","Confirm sale",2017-09-12 17:00:17,10
"15683692","Start production",2018-01-02 00:00:00,30
"15683692","Change quantity",2018-01-09 00:23:14,170
"15683692","Load shipment",2018-01-11 12:17:45,50
"15683692","Change quantity",2018-01-11 12:17:45,170
"15683692","Finished production",2018-01-12 00:00:00,40
"15683692","Goods delivered",2018-03-08 00:00:00,60
"15625391","Order received",2017-09-14 11:41:37,0
"15625391","Change price",2017-09-14 11:41:37,80
"15625391","Change production start date",2017-09-14 11:43:30,90
"15625391","Change delivery date",2017-09-14 11:43:30,100
"15625391","Check Credit Score",2017-09-14 16:04:29,19
"15625391","Confirm sale",2017-09-18 09:05:53,10
"15625391","Start production",2017-11-13 00:00:00,30
"15625391","Change quantity",2018-01-07 00:24:44,170
"15625391","Finished production",2018-01-11 00:00:00,40
"15625391","Load shipment",2018-01-12 12:26:59,50
"15625391","Goods delivered",2018-01-12 12:26:59,60
"15625391","Change quantity",2018-01-12 12:26:59,170
"15625091","Change production start date",2017-09-14 16:28:16,90
"15625091","Change delivery date",2017-09-18 12:49:06,100
"15625091","Change production start date",2017-09-18 12:49:13,90
"15625091","Check Credit Score",2017-09-18 12:49:16,19
"15625091","Confirm sale",2017-09-20 10:08:11,10
"15625091","Change delivery date",2017-10-05 14:57:30,100
"15625091","Start production",2017-10-20 00:00:00,30
"15625091","Change production start date",2017-11-16 09:39:31,90
"15625091","Change quantity",2017-12-18 13:12:03,170
"15625091","Change quantity",2018-04-19 15:05:00,170
"15625091","Change production start date",2018-10-16 14:45:08,90
"15625091","Change delivery date",2018-10-16 14:45:08,100
"15625091","Order received",2018-10-23 10:18:24,0
"15625091","Change quantity",2018-10-23 10:18:24,170
"15625091","Change production start date",2018-10-23 10:19:17,90
"15625091","Change delivery date",2018-10-23 10:19:17,100
"15625091","Finished production",2018-10-26 12:25:24,40
"15625091","Load shipment",2018-10-26 12:25:24,50
"15625091","Change quantity",2018-10-26 12:25:24,170
"15625091","Goods delivered",2018-10-29 00:00:00,60
"15625093","Start production",2017-10-20 00:00:00,30
"15625093","Order received",2017-12-18 13:10:26,0
"15625093","Change production start date",2017-12-18 13:11:00,90
"15625093","Change delivery date",2017-12-18 13:11:00,100
"15625093","Change price",2017-12-18 13:11:09,80
"15625093","Check Credit Score",2017-12-18 13:12:09,19
"15625093","Confirm sale",2017-12-19 11:39:14,10
"15625093","Finished production",2018-01-19 00:00:00,40
"15625093","Load shipment",2018-01-22 00:00:00,50
"15625093","Goods delivered",2018-01-23 00:00:00,60
"15625094","Start production",2017-10-20 00:00:00,30
"15625094","Order received",2018-04-19 08:54:25,0
"15625094","Change production start date",2018-04-19 08:54:25,90
"15625094","Change delivery date",2018-04-19 08:54:25,100
"15625094","Change price",2018-04-19 08:54:42,80
"15625094","Check Credit Score",2018-04-19 08:59:29,19
"15625094","Confirm sale",2018-04-19 15:03:10,10
"15625094","Finished production",2018-05-01 00:00:00,40
"15625094","Load shipment",2018-05-02 00:00:00,50
"15625094","Goods delivered",2018-05-03 00:00:00,60
"15755591","Start production",2017-09-13 00:00:00,30
"15755591","Order received",2017-09-26 09:19:32,0
"15755591","Check Credit Score",2017-09-26 09:19:32,19
"15755591","Change production start date",2017-09-26 09:19:32,90
"15755591","Confirm sale",2017-09-27 08:02:21,10
"15755591","Change quantity",2017-10-11 07:55:45,170
"15755591","Change production start date",2017-10-24 08:19:50,90
"15755591","Change delivery date",2017-10-24 08:19:50,100
"15755591","Change production start date",2017-12-12 11:04:30,90
"15755591","Change price",2017-12-12 11:04:37,80
"15755591","Finished production",2018-01-02 13:02:15,40
"15755591","Load shipment",2018-01-02 13:02:15,50
"15755591","Goods delivered",2018-01-04 00:00:00,60
"15755991","Order received",2017-09-21 00:00:00,0
"15755991","Change production start date",2017-09-26 12:51:27,90
"15755991","Check Credit Score",2017-09-26 12:51:28,19
"15755991","Confirm sale",2017-10-02 09:14:16,10
"15755991","Start production",2017-11-23 00:00:00,30
"15755991","Finished production",2018-01-11 00:00:00,40
"15755991","Load shipment",2018-01-15 17:58:40,50
"15755991","Change quantity",2018-01-15 17:58:40,170
"15755991","Goods delivered",2018-01-16 00:00:00,60
"15753791","Order received",2017-09-26 00:00:00,0
"15753791","Credit order block",2017-09-27 16:27:24,20
"15753791","Change price",2017-09-27 16:27:24,80
"15753791","Check Credit Score",2017-09-27 16:30:17,19
"15753791","Change production start date",2017-09-27 16:31:30,90
"15753791","Confirm sale",2017-09-29 12:42:57,10
"15753791","Start production",2017-10-24 00:00:00,30
"15753791","Change quantity",2017-11-14 09:17:54,170
"15753791","Change quantity",2017-11-15 03:22:19,170
"15753791","Finished production",2017-11-21 00:00:00,40
"15753791","Load shipment",2018-01-17 00:00:00,50
"15753791","Goods delivered",2018-01-17 00:00:00,60
"15759394","Start production",2017-08-21 00:00:00,30
"15759394","Order received",2017-09-27 00:00:00,0
"15759394","Change price",2017-10-03 07:54:22,80
"15759394","Change production start date",2017-10-03 07:55:33,90
"15759394","Check Credit Score",2017-10-03 07:55:45,19
"15759394","Confirm sale",2017-10-03 12:46:44,10
"15759394","Finished production",2017-12-06 00:00:00,40
"15759394","Change delivery date",2017-12-13 16:08:33,100
"15759394","Change delivery date",2018-01-05 13:48:22,100
"15759394","Load shipment",2018-01-23 10:04:58,50
"15759394","Goods delivered",2018-01-23 10:04:58,60
"15759394","Change quantity",2018-01-23 10:04:58,170
"15750191","Order received",2017-09-29 08:02:49,0
"15750191","Credit order block",2017-09-29 08:02:49,20
"15750191","Change price",2017-09-29 08:02:49,80
"15750191","Change production start date",2017-09-29 08:05:17,90
"15750191","Check Credit Score",2017-09-29 08:05:18,19
"15750191","Confirm sale",2017-10-02 08:47:49,10
"15750191","Change price",2017-10-04 13:04:57,80
"15750191","Change price",2017-10-16 10:19:58,80
"15750191","Change quantity",2017-10-16 10:19:58,170
"15750191","Change delivery date",2017-10-30 08:21:36,100
"15750191","Start production",2017-11-06 00:00:00,30
"15750191","Finished production",2017-11-27 00:00:00,40
"15750191","Change delivery date",2018-01-03 15:44:12,100
"15750191","Load shipment",2018-01-12 12:45:26,50
"15750191","Change quantity",2018-01-12 12:45:26,170
"15750191","Goods delivered",2018-01-16 00:00:00,60
"15752891","Order received",2017-09-27 00:00:00,0
"15752891","Change price",2017-10-02 10:57:21,80
"15752891","Check Credit Score",2017-10-02 10:59:39,19
"15752891","Change production start date",2017-10-02 10:59:39,90
"15752891","Change delivery date",2017-10-02 11:11:08,100
"15752891","Confirm sale",2017-10-02 11:13:35,10
"15752891","Start production",2017-11-10 00:00:00,30
"15752891","Finished production",2018-01-05 00:00:00,40
"15752891","Load shipment",2018-01-08 11:34:54,50
"15752891","Change quantity",2018-01-08 11:34:54,170
"15752891","Goods delivered",2018-01-09 00:00:00,60
"15752892","Order received",2017-09-27 00:00:00,0
"15752892","Change price",2017-10-02 10:58:33,80
"15752892","Change quantity",2017-10-02 10:58:33,170
"15752892","Check Credit Score",2017-10-02 10:59:39,19
"15752892","Change production start date",2017-10-02 10:59:39,90
"15752892","Change delivery date",2017-10-02 11:11:16,100
"15752892","Confirm sale",2017-10-02 11:13:35,10
"15752892","Start production",2017-12-14 00:00:00,30
"15752892","Finished production",2018-01-05 00:27:53,40
"15752892","Change quantity",2018-01-04 00:27:53,170
"15752892","Load shipment",2018-01-08 11:34:56,50
"15752892","Change quantity",2018-01-08 11:34:56,170
"15752892","Goods delivered",2018-01-09 00:00:00,60
"15752291","Order received",2017-09-28 00:00:00,0
"15752291","Change quantity",2017-10-02 11:09:51,170
